step,wallclock_seconds,split,layer,mean_l2_norm
400,70.47134338000001,train,2,21.82955551147461
400,70.47134338000001,train,3,25.791759490966797
400,70.537904293,valid,0,21.881454467773438
400,70.537904293,valid,1,21.81597900390625
400,70.537904293,valid,2,21.827192306518555
400,70.537904293,valid,3,25.79732894897461
410,72.092234948,train,0,21.86608123779297
410,72.092234948,train,1,21.794971466064453
410,72.092234948,train,2,21.809558868408203
410,72.092234948,train,3,25.857297897338867
420,73.644504977,train,0,21.848995208740234
420,73.644504977,train,1,21.772308349609375
420,73.644504977,train,2,21.789691925048828
420,73.644504977,train,3,25.91988754272461
430,75.197374807,train,0,21.831592559814453
430,75.197374807,train,1,21.749773025512695
430,75.197374807,train,2,21.770416259765625
430,75.197374807,train,3,25.98180389404297
440,76.74928996700001,train,0,21.81797218322754
440,76.74928996700001,train,1,21.725784301757812
440,76.74928996700001,train,2,21.751827239990234
440,76.74928996700001,train,3,26.0469913482666
450,78.302335302,train,0,21.80539321899414
450,78.302335302,train,1,21.703943252563477
450,78.302335302,train,2,21.731586456298828
450,78.302335302,train,3,26.100929260253906
460,79.854549553,train,0,21.791507720947266
460,79.854549553,train,1,21.680044174194336
460,79.854549553,train,2,21.708005905151367
460,79.854549553,train,3,26.156410217285156
470,81.406649379,train,0,21.777774810791016
470,81.406649379,train,1,21.657367706298828
470,81.406649379,train,2,21.687135696411133
470,81.406649379,train,3,26.212940216064453
480,82.95883023100001,train,0,21.762786865234375
480,82.95883023100001,train,1,21.633686065673828
480,82.95883023100001,train,2,21.668006896972656
480,82.95883023100001,train,3,26.2769775390625
490,84.510381222,train,0,21.746723175048828
490,84.510381222,train,1,21.608505249023438
490,84.510381222,train,2,21.649673461914062
490,84.510381222,train,3,26.32595443725586
500,86.063222362,train,0,21.731809616088867
500,86.063222362,train,1,21.587871551513672
500,86.063222362,train,2,21.629695892333984
500,86.063222362,train,3,26.378520965576172
500,86.12194183700001,valid,0,21.730562210083008
500,86.12194183700001,valid,1,21.585235595703125
500,86.12194183700001,valid,2,21.627971649169922
500,86.12194183700001,valid,3,26.385452270507812
510,87.676309668,train,0,21.720043182373047
510,87.676309668,train,1,21.565935134887695
510,87.676309668,train,2,21.61144256591797
510,87.676309668,train,3,26.43379783630371
520,89.232242141,train,0,21.705371856689453
520,89.232242141,train,1,21.543258666992188
520,89.232242141,train,2,21.592926025390625
520,89.232242141,train,3,26.484054565429688
530,90.784784316,train,0,21.69031524658203
530,90.784784316,train,1,21.521957397460938
530,90.784784316,train,2,21.572593688964844
530,90.784784316,train,3,26.532991409301758
540,92.337861382,train,0,21.6774959564209
540,92.337861382,train,1,21.499649047851562
540,92.337861382,train,2,21.55280303955078
540,92.337861382,train,3,26.588899612426758
550,93.891796658,train,0,21.661771774291992
550,93.891796658,train,1,21.47658920288086
550,93.891796658,train,2,21.534271240234375
550,93.891796658,train,3,26.641788482666016
560,95.446219785,train,0,21.64759063720703
560,95.446219785,train,1,21.457046508789062
560,95.446219785,train,2,21.515602111816406
560,95.446219785,train,3,26.686676025390625
570,96.997800751,train,0,21.63306427001953
570,96.997800751,train,1,21.434856414794922
570,96.997800751,train,2,21.494455337524414
570,96.997800751,train,3,26.733776092529297
580,98.549288945,train,0,21.6198787689209
580,98.549288945,train,1,21.416244506835938
580,98.549288945,train,2,21.474185943603516
580,98.549288945,train,3,26.773805618286133
590,100.10342443900001,train,0,21.608009338378906
590,100.10342443900001,train,1,21.395965576171875
590,100.10342443900001,train,2,21.45456314086914
590,100.10342443900001,train,3,26.82135581970215
600,101.661260952,train,0,21.594806671142578
600,101.661260952,train,1,21.374622344970703
600,101.661260952,train,2,21.435134887695312
600,101.661260952,train,3,26.871295928955078
600,101.72138279400001,valid,0,21.59363555908203
600,101.72138279400001,valid,1,21.373149871826172
600,101.72138279400001,valid,2,21.433427810668945
600,101.72138279400001,valid,3,26.87726402282715
610,103.273405369,train,0,21.581453323364258
610,103.273405369,train,1,21.35528564453125
610,103.273405369,train,2,21.416994094848633
610,103.273405369,train,3,26.912599563598633
620,104.827340748,train,0,21.567214965820312
620,104.827340748,train,1,21.33749771118164
620,104.827340748,train,2,21.399593353271484
620,104.827340748,train,3,26.952808380126953
630,106.382321331,train,0,21.554805755615234
630,106.382321331,train,1,21.31574249267578
630,106.382321331,train,2,21.379770278930664
630,106.382321331,train,3,26.989662170410156
640,107.93601189900001,train,0,21.54165267944336
640,107.93601189900001,train,1,21.296459197998047
640,107.93601189900001,train,2,21.360740661621094
640,107.93601189900001,train,3,27.035396575927734
650,109.488942066,train,0,21.53137969970703
650,109.488942066,train,1,21.27544403076172
650,109.488942066,train,2,21.342796325683594
650,109.488942066,train,3,27.07958984375
660,111.042640223,train,0,21.518043518066406
660,111.042640223,train,1,21.256080627441406
660,111.042640223,train,2,21.32620620727539
660,111.042640223,train,3,27.118444442749023
670,112.597991808,train,0,21.505882263183594
